0.000, 134.123, 2.069, THIS
2.189, 273.149, 0.221, THIS
2.531, 269.454, 0.100, IS
2.712, 488.081, 0.181, NOT
2.953, 464.891, 0.100, AN
3.093, 493.155, 0.282, EASY
3.395, 212.616, 0.180, LIFE
3.616, 202.453, 0.160, FOR
3.817, 166.638, 0.241, ME
