1.075513	1.155975	I
1.155975	1.277605	was
1.642493	1.737926	thir-
1.737926	1.799676	-ty
1.799676	1.992412	se-
1.992412	2.142110	-ven
2.336717	2.385369	when
2.385369	2.525711	I
2.525711	2.615529	go-
2.615529	2.722189	-t
2.722189	3.046351	this
3.117457	3.282125	di-
3.282125	3.504800	-sea-
3.504800	3.626430	-se
