0.000, nan, 1.124, ITS
1.144, 89.348, 0.100, THE
1.284, 88.774, 0.141, ONLY
1.445, 90.763, 0.140, THING
1.605, 87.056, 0.041, I
1.686, 83.080, 0.120, KNEW
1.846, nan, 0.221, ABOUT
2.087, nan, 0.060, IT
