0.000, 65.406, 2.004, I
2.024, nan, 0.181, KIND
2.305, nan, 0.180, OF
3.528, 124.795, 0.220, KNEW
3.768, 137.843, 0.401, SOMETHING
4.229, 108.279, 0.181, WAS
4.951, 130.993, 0.301, WRONG
5.272, 122.917, 0.160, BUT
5.673, 115.964, 0.220, COULD
5.973, 124.810, 0.160, NOT
6.174, 96.597, 0.160, PUT
6.374, 98.695, 0.120, MY
6.534, 111.492, 0.281, FINGER
6.915, 94.115, 0.060, ON
7.015, nan, 0.061, IT
