0.000, 98.541, 1.406, AND
1.487, 252.716, 0.080, IM
1.587, 277.514, 0.321, SIXTY
1.929, 246.090, 0.120, YEARS
2.109, 242.032, 0.121, OLD
2.250, 200.603, 0.241, RIGHT
2.551, nan, 0.241, NOW
