1.18313	0.26378	AND
0.02961	0.01029	JUST
0.08971	0.01389	UNDER
0.02499	0.05801	FOUR
0.07801	0.01388	YEARS
0.05488	0.02300	AGO
0.00300	0.07821	AT
0.01721	0.01355	THE
0.09355	0.03295	AGE
0.05295	0.03484	OF
0.00516	0.01574	TWENTY
0.07574	0.13819	NINE
0.13747	0.19329	I
0.06642	0.00835	WAS
0.02835	0.04711	DIAGNOSED
0.00711	0.00466	WITH
0.02466	0.05619	PARKINSONS
0.06920	0.14739	DISEASE
