0.000, 67.098, 1.924, THERES
1.984, 65.406, 0.060, A
2.064, 66.353, 0.481, THERES
3.127, nan, 0.040, A
3.207, 70.705, 0.140, LOT
3.367, 66.166, 0.040, OF
3.487, 67.772, 0.321, PAIN
4.630, nan, 0.260, IN
4.990, 65.406, 0.161, A
5.471, 86.946, 0.361, PERSONS
5.852, 101.860, 0.120, WITH
5.992, 108.257, 0.441, PARKINSONS
6.453, 128.816, 0.381, BODY
