1.579888	1.750130	so
1.750130	2.002804	many
2.002804	2.414968	things
2.414968	2.588794	were
2.588794	3.128192	just
3.490852	3.671846	out
3.671846	3.872552	of
3.872552	4.399539	kilter
4.399539	4.603550	out
4.603550	4.760040	of
4.760040	5.191313	balance
5.191313	5.270163	and
5.270163	5.364996	out
5.364996	5.521631	of
5.521631	5.965961	whack
