0.000, 164.498, 1.545, I
1.686, nan, 0.100, I
1.826, 99.344, 0.161, HAD
2.047, 97.475, 0.040, A
2.127, 96.023, 0.361, REALLY
2.528, 87.190, 0.261, STRONG
2.809, 101.727, 0.221, HAND
3.050, 85.333, 0.381, TREMOR
