1.57989	0.07187	SO
0.09287	0.02020	MANY
0.08020	0.07197	THINGS
0.03197	0.01521	WERE
0.03521	0.14419	JUST
0.09415	0.11315	OUT
0.13315	0.02755	OF
0.05245	0.03354	KILTER
0.02646	0.03170	AND
0.07170	0.04245	OUT
0.08245	0.01304	OF
0.02696	0.00431	BALANCE
0.01569	0.00316	AND
0.03684	0.04200	OUT
0.08200	0.03463	OF
0.02637	0.16204	WHACK
