0.000, 161.300, 1.802, SO
1.843, 113.402, 0.180, MANY
2.083, 113.344, 0.260, THINGS
2.423, 104.003, 0.160, WERE
2.624, 108.132, 0.340, JUST
3.585, nan, 0.120, OUT
3.725, nan, 0.080, OF
3.925, nan, 0.441, KILTER
4.426, nan, 0.080, AND
4.546, nan, 0.100, OUT
4.686, nan, 0.040, OF
4.787, 104.142, 0.420, BALANCE
5.307, nan, 0.060, AND
5.387, 87.308, 0.060, OUT
5.467, 84.823, 0.041, OF
5.548, nan, 0.380, WHACK
