1.18313	0.28378	AND
0.02961	0.00971	JUST
0.11071	0.01389	UNDER
0.02499	0.05801	FOUR
0.07801	0.01488	YEARS
0.05488	0.06300	AGO
0.04300	0.11721	AT
0.06279	0.03355	THE
0.09355	0.01295	AGE
0.05295	0.03484	OF
0.00516	0.01574	TWENTY
0.07574	0.13819	NINE
0.13747	0.19329	I
0.04642	0.00835	WAS
0.02835	0.02611	DIAGNOSED
0.01389	0.01534	WITH
0.02466	0.05718	PARKINSONS
0.07020	0.14639	DISEASE
