0.000, 105.172, 2.029, THIS
2.189, 277.477, 0.221, THIS
2.531, 278.788, 0.120, IS
2.732, 249.285, 0.161, NOT
2.973, 234.784, 0.120, AN
3.154, 237.231, 0.221, EASY
3.395, 218.542, 0.201, LIFE
3.636, 200.194, 0.160, FOR
3.817, 168.891, 0.241, ME
