0.000, nan, 1.204, ITS
1.244, 168.145, 0.201, YOU
1.606, 198.275, 0.200, THATS
1.827, 181.854, 0.100, WHERE
1.967, 179.731, 0.020, I
2.007, 179.738, 0.101, NEED
2.128, 172.899, 0.100, TO
2.248, 164.339, 0.141, LOOK
2.429, 165.961, 0.221, THANK
2.670, 161.542, 0.140, YOU
